anime_id,title,title_english,episodes,rating,score,scored_by,rank,popularity,members,genre,duration_min,aired_from_year
193,Maburaho,Maburaho,24,R+ - Mild Nudity,6.94,36871,3785,1154,71300,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",24,2003
195,Onegai☆Teacher,Please Teacher!,12,PG-13 - Teens 13 or older,7.3,68006,2434,732,117875,"Sci-Fi, Comedy, Drama, Romance, School",23,2002
196,Onegai☆Twins,Please Twins,12,PG-13 - Teens 13 or older,6.99,39210,3611,1226,66360,"Comedy, Drama, Harem, School, Sci-Fi",25,2003
197,Rizelmine,,24,R+ - Mild Nudity,6.62,7989,5132,2747,18818,"Sci-Fi, Comedy, Romance, Ecchi, School",15,2002
198,Speed Grapher,Speed Grapher,24,R+ - Mild Nudity,7.43,29677,1910,1073,77378,"Action, Mystery, Super Power",23,2005
199,Sen to Chihiro no Kamikakushi,Spirited Away,1,PG - Children,8.92,498602,19,39,705769,"Adventure, Supernatural, Drama",125,2001
200,Tenshi na Konamaiki,Cheeky Angel,50,PG-13 - Teens 13 or older,7.56,6621,1479,2814,17929,"Comedy, Magic, Romance, Shounen",24,2002
201,Video Girl Ai,,6,R+ - Mild Nudity,7.28,8490,2511,2879,17145,"Comedy, Drama, Ecchi, Romance",29,1992
202,Wolf&#039;s Rain,Wolf&#039;s Rain,26,PG-13 - Teens 13 or older,7.9,90880,709,359,209527,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",23,2003
203,Words Worth,,5,Rx - Hentai,6.86,2715,,4555,5967,"Adventure, Demons, Fantasy, Hentai, Magic",30,1999
204,Yumeria,,12,PG-13 - Teens 13 or older,6.21,10286,6741,2576,21405,"Action, Comedy, Ecchi, Harem, Super Power",24,2004
205,Samurai Champloo,Samurai Champloo,26,R - 17+ (violence & profanity),8.5,298034,105,67,544112,"Action, Adventure, Comedy, Historical, Samurai, Shounen",24,2004
206,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,27,PG-13 - Teens 13 or older,7.22,7568,2728,2727,19218,"Action, Adventure, Drama, Magic, Romance, Fantasy",24,1998
207,Lodoss-tou Senki,Record of Lodoss War,13,R - 17+ (violence & profanity),7.52,15085,1576,1899,36070,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",25,1990
208,R.O.D OVA,R.O.D - Read or Die,3,PG-13 - Teens 13 or older,7.75,26231,1000,1590,47232,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",33,2001
209,R.O.D the TV,R.O.D -The TV-,26,PG-13 - Teens 13 or older,7.61,22411,1339,1471,53314,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",25,2003
210,Ranma ½,Ranma ½,161,R+ - Mild Nudity,7.85,59911,802,623,134537,"Slice of Life, Comedy, Martial Arts, Fantasy",24,1989
212,Project A-Ko,,1,PG-13 - Teens 13 or older,6.99,4714,3613,3654,10200,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",84,1986
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Welcome to Pia Carrot! Sayaka&#039;s Love Story,1,PG-13 - Teens 13 or older,6,874,7356,6794,2060,"Comedy, Romance",48,2002
218,Kidou Senkan Nadesico,Martian Successor Nadesico,26,PG-13 - Teens 13 or older,7.58,13510,1405,1960,34217,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",23,1996
219,Kidou Senkan Nadesico: The Prince of Darkness,Martian Successor Nadesico: The Prince of Darkness,1,R - 17+ (violence & profanity),6.86,6094,4070,3525,11094,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",79,1998
221,Mezzo Forte,,2,Rx - Hentai,6.72,9503,,2820,17853,"Action, Comedy, Hentai, Sci-Fi",30,2000
222,Mezzo DSA,,13,R+ - Mild Nudity,6.75,5991,4537,3233,13596,"Action, Adventure, Comedy, Mystery, Sci-Fi",25,2004
223,Dragon Ball,Dragon Ball,153,PG-13 - Teens 13 or older,8.15,286046,369,99,444597,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",24,1986
225,Dragon Ball GT,Dragon Ball GT,64,PG-13 - Teens 13 or older,6.67,205925,4883,204,305320,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",23,1996
226,Elfen Lied,Elfen Lied,13,R+ - Mild Nudity,7.75,514656,982,16,833388,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",25,2004
227,FLCL,FLCL,6,PG-13 - Teens 13 or older,8.07,231632,460,117,406244,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",25,2000
228,Jigoku Shoujo,Hell Girl,26,R - 17+ (violence & profanity),7.75,84656,992,334,219918,"Mystery, Horror, Psychological, Supernatural",25,2005
229,Ninin ga Shinobuden,Ninja Nonsense,12,R - 17+ (violence & profanity),7,12301,3572,2301,25914,"Comedy, Parody, Martial Arts",24,2004
230,Air Master,Air Master,27,R - 17+ (violence & profanity),7.1,10776,3192,2288,26191,"Action, Comedy, Martial Arts, Seinen",24,2003
231,Asagiri no Miko,Shrine of the Morning Mist,26,PG - Children,6.26,1660,6539,4703,5486,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",12,2002
232,Cardcaptor Sakura,Cardcaptor Sakura,70,PG - Children,8.21,121898,297,292,237669,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",25,1998
233,Daa! Daa! Daa!,,78,G - All Ages,7.78,6598,919,3045,15211,"Comedy, Sci-Fi, Shoujo",25,2000
234,Dan Doh!!,,26,G - All Ages,6.76,1146,4487,6147,2768,"Adventure, Sports, Shounen",24,2004
235,Detective Conan,Case Closed,0,PG-13 - Teens 13 or older,8.25,77883,272,515,156610,"Adventure, Mystery, Comedy, Police, Shounen",25,1996
236,E&#039;s Otherwise,E&#039;s Otherwise,26,PG-13 - Teens 13 or older,6.71,5491,4700,3310,12960,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",23,2003
237,Eureka Seven,Eureka Seven,50,PG-13 - Teens 13 or older,8.15,127472,370,203,305772,"Sci-Fi, Adventure, Drama, Romance, Mecha",24,2005
238,Rekka no Honoo,Flame of Recca,42,PG-13 - Teens 13 or older,7.42,18254,1948,1730,41792,"Action, Adventure, Martial Arts, Shounen, Super Power",23,1997
239,Gankutsuou,Gankutsuou: The Count of Monte Cristo,24,R - 17+ (violence & profanity),8.21,42484,303,634,132240,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",24,2004
240,Genshiken,Genshiken,12,PG-13 - Teens 13 or older,7.72,53796,1059,700,121840,"Slice of Life, Comedy, Parody",25,2004
241,Girls Bravo: First Season,Girls Bravo,11,R+ - Mild Nudity,6.61,51742,5155,871,100072,"Comedy, Ecchi, Fantasy, Harem, Romance, School",23,2004
242,Gokusen,The Gokusen,13,R - 17+ (violence & profanity),7.47,13576,1725,2282,26382,"Slice of Life, Comedy, Drama, School, Josei",23,2004
243,Gravitation,Gravitation,13,PG-13 - Teens 13 or older,7.2,45264,2811,1047,79012,"Comedy, Music, Romance, Shoujo, Shounen Ai",22,2000
244,Agatha Christie no Meitantei Poirot to Marple,Agatha Christie&#039;s Great Detectives Poirot and Marple,39,G - All Ages,6.94,1255,3761,4944,4822,"Historical, Mystery",25,2004
245,Great Teacher Onizuka,Great Teacher Onizuka,43,R - 17+ (violence & profanity),8.74,187442,37,146,361027,"Comedy, Drama, School, Shounen, Slice of Life",25,1999
246,Groove Adventure Rave,Rave Master,51,PG-13 - Teens 13 or older,7.4,26192,2013,1203,67551,"Adventure, Comedy, Fantasy, Romance, Shounen",24,2001
248,Ichigo 100%,Strawberry 100%,12,PG-13 - Teens 13 or older,6.78,40883,4401,1066,77731,"Comedy, Ecchi, Harem, Romance, Shounen",23,2005
249,InuYasha,InuYasha,167,PG-13 - Teens 13 or older,7.9,181978,697,141,371313,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",24,2000
250,Konjiki no Gash Bell!!,Zatch Bell!,150,PG-13 - Teens 13 or older,7.64,29753,1252,1191,68543,"Adventure, Comedy, Supernatural, Magic, Shounen",23,2003
251,Kyou kara Maou!,King From Now On!,78,PG-13 - Teens 13 or older,7.84,25043,814,1182,69454,"Adventure, Comedy, Demons, Fantasy, Shoujo",25,2004
252,Madlax,,26,PG-13 - Teens 13 or older,7.14,9793,3047,2134,29509,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",24,2004
253,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,26,PG-13 - Teens 13 or older,7.93,10527,641,2359,25051,"Slice of Life, Comedy, School",23,2001
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,6,PG-13 - Teens 13 or older,7.91,5527,679,3729,9670,"Comedy, Slice of Life",26,2002
255,Jungle wa Itsumo Hare nochi Guu Final,,7,PG-13 - Teens 13 or older,7.74,4571,1018,3993,8178,"Slice of Life, Comedy",26,2003
256,Hoshi no Koe,Voices of a Distant Star,1,PG-13 - Teens 13 or older,7.4,57179,2024,828,104885,"Sci-Fi, Space, Drama, Romance, Mecha",25,2002
257,Ikkitousen,Ikki Tousen,13,R+ - Mild Nudity,6.57,49899,5332,832,104389,"Ecchi, Super Power, Martial Arts, School",24,2003
258,Hitsuji no Uta,,4,R - 17+ (violence & profanity),6.37,4946,6121,3401,12084,"Horror, Drama, Vampire",30,2003
260,Happy☆Lesson (TV),,13,PG-13 - Teens 13 or older,6.77,9113,4450,2694,19687,"Comedy, Drama, Harem, Romance, Slice of Life",23,2002
261,Happy☆Lesson: Advance,,13,PG-13 - Teens 13 or older,6.93,5031,3811,3509,11188,"Comedy, Harem, Romance, Slice of Life",24,2003
262,Happy☆Lesson: The Final,,3,PG-13 - Teens 13 or older,6.92,3341,3839,4233,7172,"Comedy, Harem, Romance, School",30,2004
263,Hajime no Ippo,Fighting Spirit,75,PG-13 - Teens 13 or older,8.8,116681,28,313,229504,"Comedy, Sports, Drama, Shounen",23,2000
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,1,PG-13 - Teens 13 or older,8.37,40967,183,1262,64556,"Comedy, Shounen, Sports",90,2003
265,Hajime no Ippo: Mashiba vs. Kimura,,1,PG-13 - Teens 13 or older,8.27,34023,264,1472,53304,"Comedy, Shounen, Sports",61,2003
266,Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,12,PG-13 - Teens 13 or older,6.9,4644,3913,3471,11477,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",23,2003
267,Gungrave,Gungrave,26,R - 17+ (violence & profanity),7.94,47158,629,726,118226,"Action, Drama, Sci-Fi, Seinen, Super Power",25,2003
268,Golden Boy,Golden Boy,6,R+ - Mild Nudity,8.04,90852,502,518,155652,"Adventure, Comedy, Ecchi",29,1995
269,Bleach,Bleach,366,PG-13 - Teens 13 or older,7.9,433097,693,18,819284,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",24,2004
270,Hellsing,Hellsing,13,R - 17+ (violence & profanity),7.6,220299,1349,125,395276,"Action, Horror, Supernatural, Vampire, Seinen",23,2001
271,Gad Guard,,26,PG-13 - Teens 13 or older,6.77,3294,4444,3726,9697,"Sci-Fi, Adventure, Mecha, Shounen",25,2003
272,Noir,Noir,26,PG-13 - Teens 13 or older,7.38,28405,2122,1067,77710,"Action, Mystery, Drama",24,2001
273,Mahoutsukai ni Taisetsu na Koto,Someday&#039;s Dreamers,12,PG-13 - Teens 13 or older,6.83,5302,4196,2810,17978,"Slice of Life, Drama, Magic, Shounen",24,2003
274,Kiddy Grade,Kiddy Grade,24,R+ - Mild Nudity,7.28,14399,2492,1947,34584,"Action, Sci-Fi, Super Power, Ecchi, Mecha",23,2002
275,Love♥Love?,Love♥Love?,9,R+ - Mild Nudity,6,7831,7352,2915,16751,"Ecchi, Comedy, Harem, Romance",15,2004
276,Mahoromatic: Automatic Maiden,Mahoromatic: Automatic Maiden,12,R+ - Mild Nudity,7.26,19769,2577,1710,42751,"Comedy, Ecchi, Military, Romance, Sci-Fi",24,2001
277,Mahoromatic 2,Mahoromatic ~Something More Beautiful~,14,R+ - Mild Nudity,7.25,12783,2620,2398,24285,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",24,2002
278,Viewtiful Joe,,51,PG-13 - Teens 13 or older,6.86,3085,4092,4242,7120,"Action, Sci-Fi, Comedy, Shounen",20,2004
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,13,R - 17+ (violence & profanity),7.23,6727,2683,2390,24452,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",24,2003
280,Animal Yokochou,Animal Lane,51,G - All Ages,7.01,371,3520,7129,1758,"Adventure, Comedy, Fantasy, Shoujo",23,2005
282,Angel Heart,,50,PG-13 - Teens 13 or older,7.35,3531,2223,3477,11397,"Action, Mystery, Drama, Romance, Seinen",23,2005
283,Akage no Anne,Anne of Green Gables,50,G - All Ages,7.76,4083,957,3224,13703,"Slice of Life, Historical, Drama",25,1979
284,Area 88 (TV),,12,PG-13 - Teens 13 or older,7.11,3615,3147,3823,9155,"Action, Drama, Military, Romance, Shounen",25,2004
285,Argento Soma,,25,PG-13 - Teens 13 or older,6.88,4467,3986,2950,16366,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",25,2000
287,Grappler Baki (TV),,24,PG-13 - Teens 13 or older,7.42,15617,1932,2053,31581,"Action, Sports, Martial Arts, Shounen",25,2001
288,Bakuten Shoot Beyblade,Beyblade,51,PG - Children,6.8,39664,4303,1303,62233,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",23,2001
289,Comic Party,Comic Party,13,PG-13 - Teens 13 or older,6.65,6061,4956,3132,14438,"Comedy, Drama",24,2001
290,Seikai no Monshou,Crest of the Stars,13,PG-13 - Teens 13 or older,7.79,13096,909,2031,32132,"Action, Military, Sci-Fi, Space, Romance",26,1998
291,D.C.S.S: Da Capo Second Season,D.C.S.S. ~Da Capo Second Season~,26,PG-13 - Teens 13 or older,7.1,12736,3196,2294,26073,"Comedy, Harem, Romance, Supernatural, Drama",25,2005
292,Dear Boys,Hoop Days,26,PG-13 - Teens 13 or older,6.95,7069,3733,3084,14891,"Drama, Shounen, Sports",24,2003
293,Di Gi Charat,,16,G - All Ages,6.82,6288,4232,3218,13782,"Comedy, Fantasy, Sci-Fi",4,1999
294,Divergence Eve,,13,R+ - Mild Nudity,6.02,2872,7302,3868,8896,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",24,2003
295,Divergence Eve 2: Misaki Chronicles,Misaki Chronicle: Divergence Eve,13,PG-13 - Teens 13 or older,6.36,1814,6153,4739,5390,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",24,2004
296,Dragon Drive,Dragon Drive,38,PG - Children,6.83,6716,4182,2927,16635,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",25,2002
297,Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,12,PG-13 - Teens 13 or older,6.8,20386,4314,1719,42324,"Action, Ecchi, Adventure, Comedy, Shounen",25,2004
298,.hack//Tasogare no Udewa Densetsu,.hack//Legend Of The Twilight,12,PG-13 - Teens 13 or older,6.7,28031,4739,1474,53060,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",23,2003
299,.hack//Liminality,.hack//Liminality,4,PG-13 - Teens 13 or older,6.69,13651,4780,2261,26850,"Game, Mystery, Sci-Fi",33,2002
300,3x3 Eyes,3x3 Eyes,4,R - 17+ (violence & profanity),6.91,8838,3864,2784,18339,"Action, Demons, Fantasy, Horror, Romance",30,1991
302,Mirai Shounen Conan,Future Boy Conan,26,PG-13 - Teens 13 or older,8.13,7754,404,2531,22039,"Adventure, Drama, Sci-Fi",29,1978
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Oh! My Goddess: The Adventures of Mini-Goddess,48,G - All Ages,7.01,7646,3519,2841,17585,"Comedy, Magic, Supernatural",7,1998
304,Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,1,PG-13 - Teens 13 or older,7.63,18571,1263,2007,32713,"Comedy, Magic, Romance, Seinen, Supernatural",106,2000
305,Abashiri Ikka,,4,R+ - Mild Nudity,5.55,971,8270,6351,2539,"Action, Comedy, Shounen",18,1991
306,Abenobashi Mahou☆Shoutengai,Magical☆Shopping Arcade Abenobashi,13,R+ - Mild Nudity,7.35,24360,2214,1398,57345,"Comedy, Parody, Ecchi, Fantasy",24,2002
308,Zettai Shounen,,26,PG-13 - Teens 13 or older,7.01,2587,3552,3249,13438,"Fantasy, Drama, Mystery, Sci-Fi, Shounen",25,2005
309,Akahori Gedou Hour Rabuge,Akahori&#039;s Heretical Hour Love Game,13,PG-13 - Teens 13 or older,6.24,974,6605,5378,3877,"Comedy, Magic, Parody",24,2005
310,"Chiisana Obake Acchi, Kocchi, Socchi",Three Little Ghosts,50,G - All Ages,6.15,455,6925,7653,1366,"Comedy, Supernatural",25,1991
311,Ace wo Nerae!,,26,PG-13 - Teens 13 or older,7.04,1366,3399,4646,5650,"Sports, Drama, Romance, School, Shoujo",24,1973
317,Final Fantasy VII: Advent Children,,1,PG-13 - Teens 13 or older,7.88,112969,733,500,160610,"Action, Super Power, Fantasy",101,2005
318,Hand Maid May,,10,PG-13 - Teens 13 or older,6.82,10394,4235,2617,20874,"Comedy, Ecchi, Harem, Romance, Sci-Fi",23,2000
320,A Kite,Kite,2,Rx - Hentai,6.66,18934,,1946,34622,"Action, Hentai, Police, Drama",26,1998
321,Najica Dengeki Sakusen,Najica Blitz Tactics,12,R+ - Mild Nudity,6.06,4999,7217,3556,10832,"Action, Ecchi, Comedy, Sci-Fi",23,2001
322,Paradise Kiss,Paradise Kiss,12,R - 17+ (violence & profanity),7.9,52745,703,822,105513,"Slice of Life, Comedy, Drama, Romance, Josei",24,2005
323,Mousou Dairinin,Paranoia Agent,13,R+ - Mild Nudity,7.73,76944,1047,419,183839,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",24,2004
324,Kidou Keisatsu Patlabor: On Television,Patlabor: The Mobile Police - The TV Series,47,PG-13 - Teens 13 or older,7.77,5544,945,2629,20693,"Sci-Fi, Comedy, Police, Mecha",25,1989
325,Peach Girl,Peach Girl: Super Pop Love Hurricane,25,PG-13 - Teens 13 or older,7.13,31439,3094,1362,59231,"Slice of Life, Drama, Romance, Shoujo",24,2005
326,Petshop of Horrors,Pet Shop of Horrors,4,R - 17+ (violence & profanity),7.36,20668,2198,1804,39153,"Horror, Josei, Mystery, Supernatural",22,1999
327,Puchi Pri*Yucie,Petite Princess Yucie,26,G - All Ages,7.52,3959,1584,3762,9470,"Comedy, Magic, Fantasy, Shoujo",25,2002
328,Piano,Piano: The Melody of a Young Girl&#039;s Heart,10,G - All Ages,6.07,2373,7181,4375,6505,"Music, Slice of Life, Drama, Romance, Shoujo",24,2002
329,Planetes,Planetes,26,PG-13 - Teens 13 or older,8.36,46179,190,599,138479,"Drama, Romance, Sci-Fi, Seinen, Space",25,2003
330,Midori no Hibi,Midori Days,13,R+ - Mild Nudity,7.39,61396,2077,801,107942,"Comedy, Drama, Romance, Ecchi, Shounen",24,2004
331,Mahoujin Guruguru,Magical Circle Guru Guru,45,G - All Ages,7.73,1993,1044,4353,6607,"Adventure, Comedy, Magic, Fantasy, Shounen",23,1994
332,Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,38,G - All Ages,7.38,875,2105,6366,2525,"Adventure, Comedy, Magic, Fantasy, Shounen",23,2000
333,Mama wa Shougaku 4 Nensei,Mama is Just a Fourth Grade Pupil,51,PG - Children,7.27,914,2531,6317,2578,"Comedy, Drama, Sci-Fi",24,1992
334,Marmalade Boy,Marmalade Boy,76,PG-13 - Teens 13 or older,7.62,12292,1304,2102,30243,"Comedy, Drama, Romance, Shoujo",24,1994
335,Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,26,PG-13 - Teens 13 or older,7.39,12109,2073,2173,28585,"Comedy, Magic, Mystery, Shounen, Supernatural",24,2003
336,Ginyuu Mokushiroku Meine Liebe,,13,PG-13 - Teens 13 or older,6.5,3115,5600,3631,10316,"Fantasy, Shoujo",24,2004
337,Psychic Academy,Psychic Academy,24,PG-13 - Teens 13 or older,6.32,3746,6324,3910,8576,"Comedy, Romance, Supernatural",11,2002
338,Versailles no Bara,The Rose of Versailles,40,PG-13 - Teens 13 or older,8.38,14055,180,1664,44207,"Military, Historical, Drama, Romance, Shoujo",23,1979
339,Serial Experiments Lain,Serial Experiments Lain,13,R - 17+ (violence & profanity),8,118435,560,224,291088,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",23,1998
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,26,R - 17+ (violence & profanity),7.65,7199,1227,2929,16575,"Action, Historical, Martial Arts, Samurai, Shounen",23,2004
341,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,25,PG-13 - Teens 13 or older,7.35,17595,2258,1760,40535,"Drama, Mystery, Shounen",23,2002
342,Starship Operators,,13,PG-13 - Teens 13 or older,7.05,3954,3387,3491,11280,"Drama, Military, Sci-Fi, Space",24,2005
343,Tsukuyomi: Moon Phase,Tsukuyomi: Moon Phase,25,PG-13 - Teens 13 or older,7.1,21039,3218,1475,53013,"Comedy, Romance, Vampire, Fantasy, Seinen",24,2004
344,Futatsu no Spica,Twin Spica,20,PG-13 - Teens 13 or older,7.45,2713,1805,4274,6948,"Sci-Fi, Supernatural, Drama, School",25,2003
345,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,12,G - All Ages,7.77,10261,938,2078,30913,"Slice of Life, Historical, Drama, Romance, Seinen",25,2005
346,W: Wish,Double Wish,13,PG-13 - Teens 13 or older,6.27,4219,6532,3440,11740,"Drama, Harem, Romance, School, Slice of Life",12,2004
347,Wild Arms: Twilight Venom,Wild Arms,22,PG-13 - Teens 13 or older,6.72,2160,4681,4717,5437,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",24,1999
348,Binzume Yousei,Bottle Fairy,13,G - All Ages,6.52,6020,5505,3175,14156,"Comedy, Fantasy, Magic, Slice of Life",13,2003
349,Magical Canan,Magical Kanan,13,PG-13 - Teens 13 or older,6.34,932,6231,5613,3505,"Supernatural, Drama, Magic, Fantasy",24,2004
350,Ojamajo Doremi,Magical DoReMi,51,G - All Ages,7.2,11909,2819,2296,25994,"Comedy, Magic",24,1999
351,Ojamajo Doremi Sharp,,49,G - All Ages,7.35,5396,2248,3606,10472,"Comedy, Magic, Shoujo",24,2000
355,Shakugan no Shana,Shakugan no Shana: Season I,24,PG-13 - Teens 13 or older,7.66,181957,1207,144,363446,"Action, Drama, Fantasy, Romance, School, Supernatural",24,2005
356,Fate/stay night,Fate/stay night,24,R - 17+ (violence & profanity),7.52,274418,1570,82,499055,"Action, Supernatural, Magic, Romance, Fantasy",24,2006
357,Bokusatsu Tenshi Dokuro-chan,Bludgeoning Angel Dokuro-chan,4,R - 17+ (violence & profanity),6.75,80561,4520,607,137710,"Comedy, Ecchi, Magic",25,2005
358,"Iriya no Sora, UFO no Natsu",,6,R+ - Mild Nudity,7.07,9103,3305,2641,20488,"Sci-Fi, Drama, Romance",27,2005
359,I&#039;ll/CKBC,I&#039;ll/CKBC,2,PG-13 - Teens 13 or older,6.42,1626,5919,5375,3880,"Action, Sports, School, Shounen",30,2002
360,Himiko-den,Legend of Himiko,12,PG-13 - Teens 13 or older,6.32,1428,6311,5199,4237,"Adventure, Supernatural, Drama, Fantasy",23,1999
363,Memories Off 3.5,,4,PG-13 - Teens 13 or older,6.4,950,5997,6321,2577,"Romance, Drama",27,2004
364,Gallery Fake,,37,PG-13 - Teens 13 or older,7.58,2129,1402,3947,8408,"Mystery, Seinen",25,2005
